                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10000      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21 
                            log_star_age                               luminosity                           conv_mx1_top_r                           center_entropy                        planet_radius_cgs                           planet_age_cgs                          planet_mass_cgs                            Hydrogen_Mass                                 He4_Mass                             Time Step dt                                     mdot                                     T(1)                                  xa(1,1)                                  xa(2,1)                                  xa(3,1)                                  xa(4,1)                                  xa(5,1)                                  xa(6,1)                                  xa(7,1)                                  xa(8,1)                                   height 
                 5.3399733379084164E+000                  9.0650520489554062E-009                  4.2264196704987406E-002                  8.3997817266438517E+000                  2.9677141222444005E+009                  6.8989015087556016E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.3254438131112656E+010                  0.0000000000000000E+000                  2.7293507025859520E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.3566291847100054E+000                  8.8612857600735809E-009                  4.2111245464156566E-002                  8.3923519183088207E+000                  2.9570039573673320E+009                  7.1686238308282344E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.4469444899280479E+010                  0.0000000000000000E+000                  2.7187923038099774E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.3730294334001574E+000                  8.6612330603902434E-009                  4.1959453430660994E-002                  8.3849269293431856E+000                  2.9463762610029011E+009                  7.4445086750665361E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.5716776727930969E+010                  0.0000000000000000E+000                  2.7081868634561101E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.3891898041730890E+000                  8.4654375597101919E-009                  4.1817508077740512E-002                  8.3775036166990287E+000                  2.9358289641906862E+009                  7.7267419989977109E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.7005114888424347E+010                  0.0000000000000000E+000                  2.6975827547029832E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4051223988306996E+000                  8.2732569703048661E-009                  4.1667924614823972E-002                  8.3700801525820587E+000                  2.9253613245648370E+009                  8.0154702357326855E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.8310355986429436E+010                  0.0000000000000000E+000                  2.6869350592922723E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4208367098253474E+000                  8.0846241346049043E-009                  4.1519478915854627E-002                  8.3626559013244517E+000                  2.9149744127739897E+009                  8.3108092936099189E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  5.9646392410686325E+010                  0.0000000000000000E+000                  2.6762420135746567E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4363458156468125E+000                  7.9000788591791959E-009                  4.1380864285985419E-002                  8.3552278795540911E+000                  2.9046662562029958E+009                  8.6129598472174688E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.1032141867304604E+010                  0.0000000000000000E+000                  2.6655543136896415E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4516567334920163E+000                  7.7191391707606088E-009                  4.1234615785557684E-002                  8.3477954626814501E+000                  2.8944379909472208E+009                  8.9220230401967344E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.2393057745117615E+010                  0.0000000000000000E+000                  2.6548371862138424E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4667713964170028E+000                  7.5416746420960877E-009                  4.1089566255064873E-002                  8.3403606663891736E+000                  2.8842944304571261E+009                  9.2380009666062715E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.3807941178977379E+010                  0.0000000000000000E+000                  2.6440821957386095E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4817019284900974E+000                  7.3676437531936277E-009                  4.0945684569417856E-002                  8.3329202358709278E+000                  2.8742329765371814E+009                  9.5611148581377969E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.5255858735893845E+010                  0.0000000000000000E+000                  2.6332916986977438E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.4964587634158715E+000                  7.1969094589496789E-009                  4.0802943054150893E-002                  8.3254711499831551E+000                  2.8642517059994040E+009                  9.8915732256404746E+012                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.6735519230852592E+010                  0.0000000000000000E+000                  2.6224590716205608E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5110490426484180E+000                  7.0299329010484630E-009                  4.0673589323615554E-002                  8.3180124885321067E+000                  2.8543514338541574E+009                  1.0229529275783514E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.8262621008790443E+010                  0.0000000000000000E+000                  2.6116313467813626E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5254900063600587E+000                  6.8665042838670254E-009                  4.0532987318580252E-002                  8.3105365756013647E+000                  2.8445237727318664E+009                  1.0575395381747547E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  6.9859500002221832E+010                  0.0000000000000000E+000                  2.6007998978198668E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5397851590121023E+000                  6.7062717112388455E-009                  4.0393447487086974E-002                  8.3030432882647318E+000                  2.8347701127432413E+009                  1.0929285373931852E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  7.1478225411879425E+010                  0.0000000000000000E+000                  2.5899367798949157E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5539403935265064E+000                  6.5492268432909796E-009                  4.0254967767065407E-002                  8.2955317480038300E+000                  2.8250900487580757E+009                  1.1291379403838797E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  7.3135903599187454E+010                  0.0000000000000000E+000                  2.5790464262457760E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5679610055293862E+000                  6.3953773347107442E-009                  4.0117546885281317E-002                  8.2880032902063370E+000                  2.8154833825628285E+009                  1.1661854334952088E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  7.4812844843935272E+010                  0.0000000000000000E+000                  2.5681350528824851E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5818427067977305E+000                  6.2447879112522422E-009                  3.9981273578156007E-002                  8.2804645790457556E+000                  2.8059556734777699E+009                  1.2040632847163164E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  7.6498467812757370E+010                  0.0000000000000000E+000                  2.5572125065751624E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.5955973621467585E+000                  6.0974125483626819E-009                  3.9846075271172586E-002                  8.2729131163806393E+000                  2.7965017208387961E+009                  1.2428077965950641E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  7.8220703330071503E+010                  0.0000000000000000E+000                  2.5462828744336940E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6092263186957112E+000                  5.9531704252420394E-009                  3.9711977790922823E-002                  8.2653517591437584E+000                  2.7871230273479414E+009                  1.2824278050384826E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  8.0004918410289261E+010                  0.0000000000000000E+000                  2.5353435047782094E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6227342810841625E+000                  5.8121920361334042E-009                  3.9578971634254161E-002                  8.2577811971509369E+000                  2.7778185185901875E+009                  1.3229422547051580E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  8.1816984982085831E+010                  0.0000000000000000E+000                  2.5244155918579142E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6361321857680737E+000                  5.6745588778337818E-009                  3.9459003807701225E-002                  8.2501982214932443E+000                  2.7685824492293468E+009                  1.3643908326042854E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772571E+026                  8.3719040716563354E+010                  0.0000000000000000E+000                  2.5135185543985537E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6494249485943282E+000                  5.5399359647143782E-009                  3.9327950075766588E-002                  8.2426007612139323E+000                  2.7594132023717670E+009                  1.4067973952507451E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  8.5646834662571381E+010                  0.0000000000000000E+000                  2.5026240678344720E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6626109731144663E+000                  5.4082955098617327E-009                  3.9197942750116115E-002                  8.2349939911375110E+000                  2.7503148688540854E+009                  1.4501655372977398E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  8.7579029551657684E+010                  0.0000000000000000E+000                  2.4917340939710860E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6756975164375474E+000                  5.2794688836394273E-009                  3.9068951765731316E-002                  8.2273783799947786E+000                  2.7412861503182545E+009                  1.4945282319733633E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  8.9601731738295288E+010                  0.0000000000000000E+000                  2.4808366676796294E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.6886914608877648E+000                  5.1532935412988846E-009                  3.8940952420655608E-002                  8.2197534143046074E+000                  2.7323262154466887E+009                  1.5399196749390770E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  9.1684755394163666E+010                  0.0000000000000000E+000                  2.4699191962923274E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7015981244704541E+000                  5.0296187949755183E-009                  3.8813937737091485E-002                  8.2121195254272905E+000                  2.7234355966155767E+009                  1.5863708880457072E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  9.3831929555374161E+010                  0.0000000000000000E+000                  2.4589687665230701E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7144230848374047E+000                  4.9082887296594238E-009                  3.8687901116060984E-002                  8.2044770052400882E+000                  2.7146149701246252E+009                  1.6339158727703082E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  9.6049895814043701E+010                  0.0000000000000000E+000                  2.4479706434009907E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7271721024307380E+000                  4.7891342552135826E-009                  3.8562834803872070E-002                  8.1968261172563377E+000                  2.7058650394544663E+009                  1.6825915725269424E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  9.8339769285136444E+010                  0.0000000000000000E+000                  2.4369071766547444E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7398503326895414E+000                  4.6720099883839410E-009                  3.8438745006212104E-002                  8.1891675167357132E+000                  2.6971875950205679E+009                  1.7324349621970773E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.0069861763064006E+011                  0.0000000000000000E+000                  2.4257618609792931E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7524483317687976E+000                  4.5568971251889650E-009                  3.8315782248774931E-002                  8.1815108287729590E+000                  2.6885946000696907E+009                  1.7834253631292848E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.0296445447392175E+011                  0.0000000000000000E+000                  2.4145291049181236E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7649622540951837E+000                  4.4437108462884940E-009                  3.8194037177252733E-002                  8.1738627818006222E+000                  2.6800938921044712E+009                  1.8355611662120000E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.0526839459435263E+011                  0.0000000000000000E+000                  2.4031962804844528E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7773921053650108E+000                  4.3323544280062345E-009                  3.8073563970152276E-002                  8.1662278290314756E+000                  2.6716906347560019E+009                  1.8888554009367598E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.0759720857198074E+011                  0.0000000000000000E+000                  2.3917496025124950E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.7897407346350187E+000                  4.2228972889376053E-009                  3.7954355675607912E-002                  8.1586078461253795E+000                  2.6633830510866284E+009                  1.9433335191718656E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.1000715058707509E+011                  0.0000000000000000E+000                  2.3802008918576996E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8020127063800802E+000                  4.1156149662632476E-009                  3.7836353273062222E-002                  8.1510028480340537E+000                  2.6551632765420856E+009                  1.9990300072274012E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.1246724075008807E+011                  0.0000000000000000E+000                  2.3685953260428784E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8142198905281219E+000                  4.0106276605374421E-009                  3.7719417168449031E-002                  8.1434076159429285E+000                  2.6470170391492763E+009                  2.0560160351738426E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.1515309030797852E+011                  0.0000000000000000E+000                  2.3569616576632453E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8263855371374653E+000                  3.9080714274673410E-009                  3.7603288056324201E-002                  8.1358088489635758E+000                  2.6389215617123404E+009                  2.1144243136104555E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.1809084097416338E+011                  0.0000000000000000E+000                  2.3453366070875896E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8385256300465800E+000                  3.8081252336463327E-009                  3.7487768268860244E-002                  8.1281966949044584E+000                  2.6308579402035041E+009                  2.1743639397150531E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.2123921259537331E+011                  0.0000000000000000E+000                  2.3337638402596920E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8506509260408190E+000                  3.7110103229862144E-009                  3.7372701871722279E-002                  8.1205635589519041E+000                  2.6228100479999900E+009                  2.2359265503339039E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.2453337235447235E+011                  0.0000000000000000E+000                  2.3222951820972787E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8627554956141745E+000                  3.6171069651390290E-009                  3.7246930004161752E-002                  8.1129113688314138E+000                  2.6147722736842475E+009                  2.2991224520038055E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.2766398618173045E+011                  0.0000000000000000E+000                  2.3110066883416380E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8747904182178594E+000                  3.5268809871273785E-009                  3.7144303481753120E-002                  8.1052689268625606E+000                  2.6067675837257886E+009                  2.3637254169250578E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772578E+026                  1.3037450571501556E+011                  0.0000000000000000E+000                  2.2999815138090307E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8867379872630901E+000                  3.4407046492370104E-009                  3.7031458598622530E-002                  8.0976449916218503E+000                  2.5987990871694822E+009                  2.4296549108837602E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.3299387057134738E+011                  0.0000000000000000E+000                  2.2893030972079856E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.8985909857133656E+000                  3.3585890921394435E-009                  3.6919561126672933E-002                  8.0900413846691279E+000                  2.5908669130193172E+009                  2.4968795514382184E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.3557698596901134E+011                  0.0000000000000000E+000                  2.2790007385135351E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9103489456282228E+000                  3.2802530667920819E-009                  3.6808603072324114E-002                  8.0824558591935052E+000                  2.5829743224437199E+009                  2.5654027300104789E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.3819462773620502E+011                  0.0000000000000000E+000                  2.2690527545376250E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9220160652272096E+000                  3.2053647913324410E-009                  3.6698550330742596E-002                  8.0748834599584178E+000                  2.5751235427850556E+009                  2.6352551586711270E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.4087994291981201E+011                  0.0000000000000000E+000                  2.2594260461937372E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9336007628282417E+000                  3.1340414039416096E-009                  3.6596375465038404E-002                  8.0673160940430737E+000                  2.5673163964205499E+009                  2.7064958765517590E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.4373997966466174E+011                  0.0000000000000000E+000                  2.2501645854891555E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9451084137033661E+000                  3.0654905717291993E-009                  3.6487890851251571E-002                  8.0597479556864045E+000                  2.5595528645953341E+009                  2.7791694083305574E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.4659536891574939E+011                  0.0000000000000000E+000                  2.2411490684826353E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9565431967253080E+000                  2.9997774982290346E-009                  3.6387218483881822E-002                  8.0521744653635192E+000                  2.5518385523912745E+009                  2.8533155529028332E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.4965965166105484E+011                  0.0000000000000000E+000                  2.2324074522706897E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9679152927626973E+000                  2.9362910768348999E-009                  3.6280145222893606E-002                  8.0445870840485849E+000                  2.5441703046209650E+009                  2.9290170496796355E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.5273843560986423E+011                  0.0000000000000000E+000                  2.2238448600876393E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
                 5.9792275130158670E+000                  2.8751494718085070E-009                  3.6180796706345268E-002                  8.0369828980783229E+000                  2.5365539475869007E+009                  3.0063124815581605E+013                  4.7760000000087797E+028                  1.8865200000427514E+027                  4.5365900850772585E+026                  1.5604710760296671E+011                  0.0000000000000000E+000                  2.2154954129520368E+002                  7.9000000000000015E-001                  2.5540830215261670E-005                  1.8997445916978473E-001                  3.4416106108120402E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  0.0000000000000000E+000 
